Name;Age;Boarded;Position;Lifeboat;Body;Sex;Class;Group
McAndrews, Mr. William;23;;Fireman/Stoker;;;m;0;Engineering
McCastlen, Mr. William;38;;Fireman/Stoker;;;m;0;Engineering
McCubbin, Mr. Lee;38;;Fireman/Stoker;;;m;0;Engineering
McGann, Mr. James;29;S;Trimmer;B;;m;0;Engineering
McGarvey, Mr. Edward Joseph;34;S;Fireman/Stoker;;;m;0;Engineering
McGaw, Mr. Errol Victor;30;;Fireman/Stoker;;;m;0;Engineering
McGregor, Mr. J. (John Brown Niven);30;;Fireman/Stoker;;;m;0;Engineering
McInerney, Mr. Thomas;38;;Greaser;;;m;0;Engineering
McInytre, Mr. William;22;S;Trimmer;A;;m;0;Engineering
McQuillan, Mr. William;32;B;Fireman/Stoker;;183MB;m;0;Engineering
McRae, Mr. William Alexander;32;S;Fireman/Stoker;;;m;0;Engineering
McReynolds, Mr. William;22;B;Junior Sixth Engineer;;;m;0;Engineering
Middleton, Mr. Alfred Pirrie;17;;Assistant Electrician;;;m;0;Engineering
Milford, Mr. George;28;S;Fireman/Stoker;;;m;0;Engineering
Millar, Mr. Robert;27;;Extra Fifth Engineer;;;m;0;Engineering
Millar, Mr. Thomas;33;B;Assistant Deck Engineer;;;m;0;Engineering
Mintram, Mr. William;46;S;Fireman/Stoker;;;m;0;Engineering
Mitchell, Mr. Lawrence (Lorenzo);19;;Trimmer;;;m;0;Engineering
Moore, Mr. John J.;29;S;Fireman/Stoker;3;;m;0;Engineering
Moore, Mr. Ralph;21;S;Trimmer;;;m;0;Engineering
Moores, Mr. Richard Henry;44;;Greaser;;;m;0;Engineering
Morgan, Mr. Arthur Herbert;27;;Trimmer;;;m;0;Engineering
Morgan, Mr. Thomas A.;26;;Fireman/Stoker;;302MB;m;0;Engineering
Morrell, Mr. R. (Albert White);21;;Trimmer;;;m;0;Engineering
Morris, Mr. Arthur;30;;Greaser;;;m;0;Engineering
Morris, Mr. William Edward;23;;Trimmer;;;m;0;Engineering
Moyes, Mr. William Young;23;B;Senior Sixth Engineer;;;m;0;Engineering
Murdock, Mr. William;34;B;Fireman/Stoker;B;;m;0;Engineering
Nettleton, Mr. George Walter;29;S;Fireman/Stoker;;;m;0;Engineering
Newman, Mr. Charles Thomas;32;;Engineering Storekeeper;;;m;0;Engineering
Noon, Mr. John;35;;Fireman/Stoker;;;m;0;Engineering
Norris, Mr. James;22;;Fireman/Stoker;;;m;0;Engineering
Noss, Mr. Bertram Arthur;21;;Fireman/Stoker;;;m;0;Engineering
Noss, Mr. Henry;31;S;Fireman/Stoker;15;;m;0;Engineering
Nutbean, Mr. William;31;;Fireman/Stoker;3;;m;0;Engineering
O'Connor, Mr. John;25;;Trimmer;B;;m;0;Engineering
Olive, Mr. Charles;31;S;Greaser;;;m;0;Engineering
Oliver, Mr. H.;32;S;Fireman/Stoker;3;;m;0;Engineering
Othen, Mr. Charles;36;;Fireman/Stoker;11;;m;0;Engineering
Paice, Mr. Richard Charles John;32;S;Fireman/Stoker;;;m;0;Engineering
Painter, Mr. Charles;31;;Fireman/Stoker;;;m;0;Engineering
Painter, Mr. Frank;29;;Fireman/Stoker;;;m;0;Engineering
Palles, Mr. Thomas Henry Michael;45;;Greaser;;;m;0;Engineering
Parsons, Mr. Frank Alfred;27;B;Senior Fifth Engineer;;;m;0;Engineering
Pearce, Mr. John;28;S;Fireman/Stoker;15;;m;0;Engineering
Pelham, Mr. George;39;;Trimmer;16;;m;0;Engineering
Perry, Mr. Edgar Lionel;19;;Trimmer;?;;m;0;Engineering
Perry, Mr. Henry Frederick;23;S;Trimmer;;;m;0;Engineering
Phillips, Mr. G.;27;;Greaser;;;m;0;Engineering
Pitfield, Mr. William James;25;;Greaser;;;m;0;Engineering
Podesta, Mr. John;25;S;Fireman/Stoker;3;;m;0;Engineering
Pond, Mr. George;32;S;Fireman/Stoker;;;m;0;Engineering
Prangnell, Mr. George;31;S;Greaser;B;;m;0;Engineering
Preston, Mr. Thomas Charles Alfred;20;S;Trimmer;;;m;0;Engineering
Priest, Mr. Arthur J.;23;S;Fireman/Stoker;15;;m;0;Engineering
Proudfoot, Mr. Richard Royston;22;S;Trimmer;;;m;0;Engineering
Pugh, Mr. Percy;31;;Leading Fireman;;;m;0;Engineering
Pusey, Mr. William Robert Holland;24;S;Fireman/Stoker;1;;m;0;Engineering
Ranger, Mr. Thomas G.;29;;Greaser;4;;m;0;Engineering
Read, Mr. Joseph;20;S;Trimmer;;;m;0;Engineering
Reed, Mr. Robert;30;;Trimmer;;;m;0;Engineering
Reeves, Mr. Robert;30;;Fireman/Stoker;;280MB;m;0;Engineering
Rice, Mr. Charles;32;S;Fireman/Stoker;10;;m;0;Engineering
Richards, Mr. Joseph James;30;S;Fireman/Stoker;;;m;0;Engineering
Rickman, Mr. George Albert;36;;Fireman/Stoker;;;m;0;Engineering
Roberts, Mr. Robert George;35;;Fireman/Stoker;;;m;0;Engineering
Rous, Mr. Arthur John;26;;Plumber;;;m;0;Engineering
Rudd, Mr. Henry;23;;Engineering Storkeeper;;86MB;m;0;Engineering
Rutter, Mr. Sidney;27;;Fireman/Stoker;;;m;0;Engineering
Sangster, Mr. Charles Edward;30;;Fireman/Stoker;;;m;0;Engineering
Saunders, Mr. Thomas;31;;Fireman/Stoker;;;m;0;Engineering
Saunders, Mr. W.;30;;Fireman/Stoker;;184MB;m;0;Engineering
Saunders, Mr. W.;23;;Trimmer;;;m;0;Engineering
Scott, Mr. Archibald;40;;Fireman/Stoker;;;m;0;Engineering
Scott, Mr. Frederick;28;S;Greaser;4;;m;0;Engineering
Self, Mr. Alfred Henry;40;S;Greaser;;;m;0;Engineering
Self, Mr. Edward;25;S;Fireman/Stoker;?;;m;0;Engineering
Senior, Mr. Henry;31;;Fireman/Stoker;B;;m;0;Engineering
Shea, Mr. Thomas;29;S;Fireman/Stoker;;;m;0;Engineering
Sheath, Mr. Frederick;20;S;Trimmer;1;;m;0;Engineering
Shepherd, Mr. Johnathan;32;S;Junior Assistant Second Engineer;;;m;0;Engineering
Shiers, Mr. Alfred;24;S;Fireman/Stoker;5;;m;0;Engineering
Shillaber, Mr. Charles;20;S;Trimmer;;195MB;m;0;Engineering
Skeates, Mr. William;26;;Trimmer;;;m;0;Engineering
Sloan, Mr. Peter;31;B;Chief Electrician;;;m;0;Engineering
Small, Mr. William;40;S;Leading Fireman;;;m;0;Engineering
Smith, Mr. Ernest George;27;S;Trimmer;;;m;0;Engineering
Smith, Mr. James Muil;35;S;Junior Fourth Engineer;;;m;0;Engineering
Smither, Mr. Harry James;22;S;Fireman/Stoker;;;m;0;Engineering
Snellgrove, Mr. George;41;S;Fireman/Stoker;;;m;0;Engineering
Snooks, Mr. W;26;S;Trimmer;;;m;0;Engineering
Snowberger, Mr. Eustace Philip;21;S;Trimmer;B;;m;0;Engineering
Sparkman, Mr. Henry;36;;Fireman/Stoker;?;;m;0;Engineering
Stafford, Mr. Michael (Albert Briant);34;S;Greaser;;;m;0;Engineering
Stanbrook, Mr. Augustus;30;S;Fireman/Stoker;;316M;m;0;Engineering
Steel, Mr. Robert Edward;30;S;Trimmer;;;m;0;Engineering
Stocker, Mr. Henry Dorey;20;S;Trimmer;;;m;0;Engineering
Street, Mr. Henry Albert;25;S;Fireman/Stoker;9;;m;0;Engineering
Stubbs, Mr. James Henry;28;S;Fireman/Stoker;;;m;0;Engineering
Sullivan Mr. S.;25;S;Fireman/Stoker;;;m;0;Engineering
Taylor, Mr. James;25;S;Fireman/Stoker;1;;m;0;Engineering
Taylor, Mr. John;32;S;Fireman/Stoker;;;m;0;Engineering
Taylor, Mr. T.;42;S;Fireman/Stoker;;;m;0;Engineering
Taylor, Mr. William Henry;28;S;Fireman/Stoker;15;;m;0;Engineering
Thomas, Mr. James;27;S;Fireman/Stoker;;;m;0;Engineering
Thompson, Mr. John William;42;S;Fireman/Stoker;A/14;;m;0;Engineering
Threlfall, Mr. Thomas;38;S;Leading Fireman;14;;m;0;Engineering
Thresher, Mr. George;25;S;Fireman/Stoker;?;;m;0;Engineering
Tizard, Mr. Arthur Leopold;31;S;Fireman/Stoker;;;m;0;Engineering
Tozer, Mr. James;32;S;Greaser;;;m;0;Engineering
Triggs, Mr. Robert;41;S;Fireman/Stoker;3;;m;0;Engineering
Turley, Mr. Richard;37;S;Fireman/Stoker;;;m;0;Engineering
van der Brugge, Mr. Wessel Adrianus;42;S;Fireman/Stoker;;;m;0;Engineering
Veal, Mr. Arthur;36;S;Greaser;;;m;0;Engineering
Vear, Mr. Henry;32;S;Fireman/Stoker;;;m;0;Engineering
Vear, Mr. W.;32;S;Fireman/Stoker;;59MB;m;0;Engineering
Ward, Mr. Arthur;24;S;Junior Assistant Fourth Engineer;;;m;0;Engineering
Ward, Mr. Joseph;31;S;Leading Fireman;;;m;0;Engineering
Wardner, Mr. Frederick Albert;39;S;Fireman/Stoker;;;m;0;Engineering
Wateridge, Mr. Edward Lewis;25;S;Fireman/Stoker;;;m;0;Engineering
Watson, Mr. W.;27;S;Fireman/Stoker;;158MB;m;0;Engineering
Webb, Mr. Samuel Francis;28;S;Trimmer;;;m;0;Engineering
Webber, Mr. Francis Albert;31;S;Leading Fireman;;;m;0;Engineering
White, Mr. Alfred;32;S;Greaser;4;;m;0;Engineering
White, Mr. Frank Leonard;27;S;Trimmer;;;m;0;Engineering
White, Mr. William George;23;S;Trimmer;15;;m;0;Engineering
Williams, Mr. Samuel Solomon;26;S;Fireman/Stoker;;;m;0;Engineering
Wilson, Mr. Bertie;28;S;Senior Assistant Second Engineer;;;m;0;Engineering
Wilton, Mr. William;45;S;Trimmer;;;m;0;Engineering
Witcher, Mr. Alfred;40;S;Fireman/Stoker;;;m;0;Engineering
Witt, Mr. F.;31;S;Trimmer;;;m;0;Engineering
Witt, Mr. Henry Dennis;40;S;Fireman/Stoker;;;m;0;Engineering
Woodford, Mr. Frederick;41;S;Greaser;;;m;0;Engineering
Wood, Mr. Henry;31;S;Trimmer;;;m;0;Engineering
Wyeth, Mr. James Robert;26;S;Fireman/Stoker;;;m;0;Engineering
Young, Mr. Francis James;30;S;Fireman/Stoker;;;m;0;Engineering
Abbott, Mr. Ernest Owen;21;S;First Class Lounge Pantry Steward;;;m;0;Victualling
Ahier, Mr. Percy Snowden;20;S;First Class Saloon Steward;;;m;0;Victualling
Akerman, Mr. Albert;28;S;Third Class Steward;;;m;0;Victualling
Akerman, Mr. Joseph Francis;35;S;Asst. Pantry Steward;;205MB;m;0;Victualling
Allan, Mr. Robert Spencer;36;S;First Class Bedroom Steward;;;m;0;Victualling
Allen, Mr. George;26;S;Scullion;;;m;0;Victualling
Allen, Mr. Frederick;17;S;Lift Steward;;;m;0;Victualling
Allsop, Mr. Frank Richard;41;S;Bedroom Steward;;;m;0;Victualling
Anderson, Mr. Walter J.;48;S;Bedroom Steward;;146MB;m;0;Victualling
Andrews, Mr. Charles Edward;19;S;Assistant Second Class Saloon Steward;16;;m;0;Victualling
Ashcroft, Mr. Austin Aloysius;26;S;Clerk;;;m;0;Victualling
Ashe, Mr. Henry Wellesley;32;S;Glory Hole Steward;;34MB;m;0;Victualling
Ayling, Mr. George Edwin;22;S;Assistant Vegetable Cook;;;m;0;Victualling
Back, Mr. Charles Frederick;32;B;Assistant Lounge Steward;;;m;0;Victualling
Baggott, Mr. Allen Marden;28;S;First Class Saloon Steward;9;;m;0;Victualling
Bagley, Mr. Edward Ernest;31;S;First Class Saloon Steward;;;m;0;Victualling
Bailey, Mr. George Francis;36;B;Second Class Saloon Steward;;161MB;m;0;Victualling
Ball, Mr. Percy;19;S;First Class Plate Steward;13;;m;0;Victualling
Barker, Mr. Albert Vale;19;S;Assistant Baker;;;m;0;Victualling
Barker, Mr. Ernest T.;37;S;First Class Saloon Steward;;159MB;m;0;Victualling
Barker, Mr. Reginald Lomond;40;B;Assistant Purser;;;m;0;Victualling
Barlow, Mr. George;36;S;Second Class Bedroom Steward;;;m;0;Victualling
Barnes, Mr. Frederick;37;S;Assistant Baker;;26MB[20];m;0;Victualling
Barratt, Mr. Arthur;15;S;Bell Boy;;;m;0;Victualling
Barringer, Mr. Arthur William;33;B;First Class Saloon Steward;;;m;0;Victualling
Barrow, Mr. Harry;35;S;Assistant Butcher;;;m;0;Victualling
Barrows, Mr. William;32;S;First Class Saloon Steward;;;m;0;Victualling
Barton, Mr. Sidney John;25;S;Third Class Steward;;;m;0;Victualling
Baxter, Mr. Harry Ross;51;S;Third Class Steward;;;m;0;Victualling
Baxter, Mr. Thomas Ferguson;48;S;Linen Steward;;235MB;m;0;Victualling
Bedford, Mr. William Barnet;31;S;Assistant Roast Cook;;;m;0;Victualling
Beedem, Mr. George Arthur;34;S;Second Class Bedroom Steward;;;m;0;Victualling
Beere, Mr. William;19;S;Kitchen Porter;;;m;0;Victualling
Benham, Mr. Frederick;29;S;Second Class Saloon Steward;;;m;0;Victualling
Bennett, Mrs. Mabel;30;S;First Class Stewardess;5;;f;0;Victualling
Bessant, Mr. Edward William;31;S;Baggage Steward;;;m;0;Victualling
Best, Mr. Alfred;38;B;First Class Saloon Steward;;;m;0;Victualling
Blake, Mr. Seaton;26;B;Mess Steward;;;m;0;Victualling
Bishop, Mr. Walter Alexander;34;B;First Class Bedroom Steward;;;m;0;Victualling
Bliss, Mrs. Emma (née Junod);45;S;First Class Stewardess;15;;f;0;Victualling
Bochatay, Mr. Alexis Joseph;30;S;Assistant Chef;;;m;0;Victualling
Bogie, Mr. Norman Leslie;29;S;Second Class Bedroom Steward;;274MB;m;0;Victualling
Bond, Mr. William John;40;B;First Class Bedroom Steward;;;m;0;Victualling
Boothby, Mr. W.;36;S;Second Class Bedroom Steward;;107MB;m;0;Victualling
Boston, Mr. William John;30;B;Assistant Deck Steward;;;m;0;Victualling
Boughton, Mr. B.;24;S;First Class Saloon Steward;;;m;0;Victualling
Boyd, Mr. John;35;S;First Class Saloon Steward;;;m;0;Victualling
Boyes, Mr. John Henry;36;B;First Class Saloon Steward;;;m;0;Victualling
Bradshaw, Mr. J.A.;43;S;First Class Plate Steward;;;m;0;Victualling
Brewster, Mr. George H.;48;B;First Class Bedroom Steward;;;m;0;Victualling
Bride, Mr. Harold Sydney;22;B;Assistant Telegraphist;B;;m;0;Victualling
Bristow, Mr. Robert Charles;31;S;Third Class Steward;;290MB;m;0;Victualling
Bristow, Mr. Harry;33;S;First Class Saloon Steward;;;m;0;Victualling
Brookman, Mr. John;27;S;Third Class Steward;;;m;0;Victualling
Broom, Mr. H.;33;B;Bath Steward;;;m;0;Victualling
Broome, Mr. Athol Frederick;30;S;Verandah Steward;;;m;0;Victualling
Brown, Mr. Edward;34;B;Saloon Steward;A;;m;0;Victualling
Brown, Mr. Walter James;28;B;Saloon Steward;;;m;0;Victualling
Buckley, Mr. H.E.;34;S;Assistant Vegetable Cook;;;m;0;Victualling
Bull, Mr. W.;30;S;Scullion;;;m;0;Victualling
Bulley, Mr. Henry Ashburnham;21;S;Boots;;;m;0;Victualling
Bunnell, Mr. Wilfred;20;B;Plate Steward;;;m;0;Victualling
Burgess, Mr. Charles Reginald;18;S;Extra Third Baker;15;;m;0;Victualling
Burke, Mr. Richard Edward;30;B;Lounge Steward;;;m;0;Victualling
Burke, Mr. William;31;B;Saloon Steward;10;;m;0;Victualling
Burr, Mr. Ewart;29;S;Saloon Steward;;;m;0;Victualling
Burrage, Mr. Alfred;20;S;Plate Steward;13;;m;0;Victualling
Butt, Mr. Robert Henry;22;S;Saloon Steward;;10MB;m;0;Victualling
Butterworth, Mr. John;23;S;Saloon Steward;;116MB;m;0;Victualling
Byrne, Mr. J.E.;31;S;Bedroom Steward;;;m;0;Victualling
Campbell, Mr. Donald S.;25;S;Third Class Clerk;;;m;0;Victualling
Carney, Mr. William;31;S;Lift Steward;;251MB;m;0;Victualling
Cartwright, Mr. James Edward;32;B;Saloon Steward;;320M;m;0;Victualling
Casswill, Mr. Charles;32;S;Saloon Steward;;;m;0;Victualling
Caton, Miss Annie;50;S;Turkish Bath Stewardess;11;;f;0;Victualling
Caunt, Mr. William Ewart;27;S;Grill Cook;;;m;0;Victualling
Cave, Mr. Herbert;34;B;Saloon Steward;;218MB;m;0;Victualling
Cecil, Mr. C.;20;S;Steward;;;m;0;Victualling
Chapman, Mr. Joseph Charles;32;S;Boots;9;;m;0;Victualling
Charman, Mr. John;25;S;Saloon Steward;;185{?}MB[21];m;0;Victualling
Cheverton, Mr. William Edward;27;B;Saloon Steward;;334I;m;0;Victualling
Chitty, Mr. Archibald George;28;S;Steward;;;m;0;Victualling
Chitty, Mr. George Henry;52;S;Baker;;;m;0;Victualling
Christmas, Mr. H.;33;S;Assistant Saloon Steward;;;m;0;Victualling
Coleman, Mr. Albert Edward;28;S;Saloon Steward;;;m;0;Victualling
Coleman, Mr. John;57;S;Mess Steward;;112{?}MB[21];m;0;Victualling
Colgan, Mr. E. Joseph;33;S;Scullion;13;;m;0;Victualling
Collins, Mr. John;17;S;Scullion;B;;m;0;Victualling
Conway, Mr. P.W.;25;B;Saloon Steward;;;m;0;Victualling
Cook, Mr. George;42;S;Saloon Steward;;;m;0;Victualling
Coombs, Mr. Augustus Charles;38;S;Cook;;;m;0;Victualling
Corben, Mr. Ernest Theodore;27;S;Assistant Printer Steward;;;m;0;Victualling
Coutin, Mr. Auguste Louis;28;S;Entree Cook;;;m;0;Victualling
Cox, Mr. William Denton;29;S;Steward;;300MB;m;0;Victualling
Crafter, Mr. Frederick;27;S;Saloon Steward;15;;m;0;Victualling
Crawford, Mr. Alfred;36;B;Bedroom Steward;8;;m;0;Victualling
Crisp, Mr. Albert Hector;35;B;Saloon Steward;;;m;0;Victualling
Crispin, Mr. William;32;S;Glory Hole Steward;;;m;0;Victualling
Crosby, Mr. J. Bertram;42;S;Turkish Bath Attendant;;;m;0;Victualling
Crowe, Mr. George Frederick;30;S;Saloon Steward;14;;m;0;Victualling
Crumplin, Mr. Charles;35;B;Bedroom Steward;;;m;0;Victualling
Cullen, Mr. Charles;45;B;Bedroom Steward;11;;m;0;Victualling
Cunningham, Mr. Andrew;35;B;Bedroom Steward;4;;m;0;Victualling
Daniels, Mr. Sidney Edward;18;S;Steward;B;;m;0;Victualling
Dashwood, Mr. William George;19;S;Saloon Steward;;83MB;m;0;Victualling
Davies, Mr. Gordon Raleigh;33;B;Bedroom Steward;;;m;0;Victualling
Davies, Mr. John James;27;B;Extra 2nd Baker;;200MB;m;0;Victualling
Davies, Mr. Robert J.;26;B;Saloon Steward;;191MB;m;0;Victualling
Dean, Mr. George H.;19;S;Assistant Saloon Steward;;252MB;m;0;Victualling
Deeble, Mr. Alfred Arnold;29;B;Saloon Steward;;270MB;m;0;Victualling
Derrett, Mr. Albert;26;B;Saloon Steward;;;m;0;Victualling
Deslands, Mr. Percival Stainer;36;S;Saloon Steward;;212MB;m;0;Victualling
Desvernine, Mr. Louis Gabriel;20;S;Assistant Pastry Cook;;;m;0;Victualling
Dinenage, Mr. James Richard;47;S;Saloon Steward;;;m;0;Victualling
Dodd, Mr. George Charles;44;B;Steward;;;m;0;Victualling
Dolby, Mr. Joseph;36;B;Reception Room Steward;;;m;0;Victualling
Donoghue, Mr. Frank;35;B;Bedroom Steward;;;m;0;Victualling
Doughty, Mr. W.;22;S;Saloon Steward;;;m;0;Victualling
Dunford, Mr. William;41;S;Hospital Steward;;71MB;m;0;Victualling
Dyer, Mr. William;31;S;Saloon Steward;;;m;0;Victualling
Edbrooke, Mr. F.;24;S;Steward;;;m;0;Victualling
Ede, Mr. George B.;22;S;Steward;;;m;0;Victualling
Edge, Mr. Frederick William;37;S;Deck Steward;;;m;0;Victualling
Edwards, Mr. Clement;38;S;Assistant Pantryman Steward;;;m;0;Victualling
Egg, Mr. W.H.;34;S;Steward;;;m;0;Victualling
Ellis, Mr. John Bertram;30;S;Assistant Vegetable Cook;2;;m;0;Victualling
Ennis, Mr. Walter;35;S;Turkish Bath Attendant;;;m;0;Victualling
Etches, Mr. Henry Samuel;41;B;Bedroom Steward;5;;m;0;Victualling
Evans, Mr. George Richard;32;B;Saloon Steward;;;m;0;Victualling
Fairall, Mr. Henry;38;B;Saloon Steward;;;m;0;Victualling
Farrenden, Mr. Ernest John;32;B;Confectioner;;;m;0;Victualling
Faulkner, Mr. William Stephen;37;B;Bedroom Steward;11;;m;0;Victualling
Fellowes, Mr. Alfred J.;29;B;Boots;;138MB;m;0;Victualling
Feltham, Mr. G.;36;S;Vienna Baker;;;m;0;Victualling
Finch, Mr. Harry;18;S;Steward;;;m;0;Victualling
Fletcher, Mr. Peter W.;26;B;Bugler Steward;;;m;0;Victualling
Foley, Mr. William C.;26;S;Steward;13;;m;0;Victualling
Ford, Mr. Ernest;32;S;Steward;;;m;0;Victualling
Ford, Mr. F.;37;S;Bedroom Steward;;;m;0;Victualling
Fox, Mr. William Thomas;27;S;Steward;;214{?}MB[21];m;0;Victualling
Franklin, Mr. Alan Vincent;29;S;Saloon Steward;;262MB;m;0;Victualling
Freeman, Mr. Ernest Edward Samuel;43;B;Deck Steward;;239MB;m;0;Victualling
Geddes, Mr. Richard Charles;31;S;Bedroom Steward;;;m;0;Victualling
Gibbons, Mr. Jacob William;36;S;Saloon Steward;11;;m;0;Victualling
Giles, Mr. John Robert;30;S;Baker;;;m;0;Victualling
Gill, Mr. Joseph Stanley;34;B;Bedroom Steward;;49MB;m;0;Victualling
Gill, Mr. Patrick;38;S;Ship's Cook;;;m;0;Victualling
Gold, Mrs. Katherine (née Cook);42;S;Stewardess;11;;f;0;Victualling
Gollop, Mr. F.;28;S;Assistant Passage Cook;;;m;0;Victualling
Goshawk, Mr. Arthur James;31;B;Third Saloon Steward;;;m;0;Victualling
Gregson, Miss Mary;44;S;Stewardess;16;;f;0;Victualling
Gunn, Mr. Joseph Alfred;28;S;Assistant Saloon Steward;;125{?}MB[21];m;0;Victualling
Guy, Mr. Edward John;28;S;Boots;5;;m;0;Victualling
Halford, Mr. Richard;22;S;Steward;15;;m;0;Victualling
Hall, Mr. F.A.J.;38;S;Scullion;;;m;0;Victualling
Hamblyn, Mr. Ernest William;41;S;Bedroom Steward;;;m;0;Victualling
Hamilton, Mr. Ernest;25;B;Assistant Smoke Room Steward;;;m;0;Victualling
Harding, Mr. A.;20;S;Assistant Pantry Steward;;;m;0;Victualling
Hardwick, Mr. Reginald;21;S;Kitchen Porter;11;;m;0;Victualling
Hardy, Mr. John T.;37;B;Chief 2nd Class Steward;D;;m;0;Victualling
Harris, Mr. Charles William;19;S;Saloon Steward;;;m;0;Victualling
Harris, Mr. Clifford Henry;16;S;Bell Boy;;;m;0;Victualling
Harris, Mr. Edward;18;S;Assistant Pantryman Steward;;;m;0;Victualling
Harrison, Mr. Aragon D.;40;S;Saloon Steward;9;;m;0;Victualling
Hart, Mr. John Edward;31;S;Third Class Steward;15;;m;0;Victualling
Hartnell, Mr. Frederick;21;S;Saloon Steward;11;;m;0;Victualling
Hatch, Mr. Hugh;22;S;Scullion;;;m;0;Victualling
Hawkesworth, Mr. James;38;S;Saloon Steward;;;m;0;Victualling
Hawkesworth, Mr. William Walter;38;S;Deck Steward;;;m;0;Victualling
Hayter, Mr. Arthur;44;B;Bedroom Steward;;25MB;m;0;Victualling
Heinen, Mr. Joseph;30;S;Saloon Steward;;;m;0;Victualling
Hendy, Mr. Edward Martin;38;B;Saloon Steward;;;m;0;Victualling
Hensford, Mr. Herbert George;29;S;Butcher;;;m;0;Victualling
Hewett, Mr. Thomas;37;B;Bedroom Steward;;168MB;m;0;Victualling
Hill, Mr. H.P.;36;S;Steward;;;m;0;Victualling
Hill, Mr. James Colston;38;B;Bedroom Steward;;152MB;m;0;Victualling
Hinckley, Mr. George;35;S;Bath Steward;;66MB;m;0;Victualling
Hine, Mr. William Edward;36;S;Baker;;;m;0;Victualling
Hiscock, Mr. S.;22;S;Plate Steward;;;m;0;Victualling
Hoare, Mr. Leonard James;21;B;Saloon Steward;;;m;0;Victualling
Hogg, Mr. Charles William;37;S;Bedroom Steward;;;m;0;Victualling
Hogue, Mr. E.;22;S;Plate Steward;;;m;0;Victualling
Holland, Mr. Thomas;28;B;Reception Steward;;;m;0;Victualling
Holloway, Mr. Sidney;20;S;Clothes Presser;;273MB;m;0;Victualling
Hopkins, Mr. F.;16;S;Plate Steward;;;m;0;Victualling
House, Mr. William;38;B;Saloon Steward;;;m;0;Victualling
Howell, Mr. Arthur Albert;31;B;Saloon Steward;;319MB;m;0;Victualling
Hughes, Mr. William Thomas;33;S;Steward;;;m;0;Victualling
Humby, Mr. Frederick;16;S;Plate Steward;;237[?]MB;m;0;Victualling
Humphreys, Mr. Thomas Humphrey;31;S;Assistant Saloon Steward;;;m;0;Victualling
Hutchinson, Mr. James;29;S;Vegetable Cook;;250MB;m;0;Victualling
Hyland, Mr. Leo James;19;S;Steward;11;;m;0;Victualling
Ide, Mr. Harry John;32;S;Bedroom Steward;;;m;0;Victualling
Ingrouille, Mr. Henry;21;S;Steward;;;m;0;Victualling
Ings, Mr. William Ernest;20;S;Scullion;;;m;0;Victualling
Jackson, Mr. Cecil;29;B;Boots;;;m;0;Victualling
Janaway, Mr. William Frank;35;B;Bedroom Steward;;;m;0;Victualling
Jenner, Mr. Harry;41;B;Saloon Steward;;;m;0;Victualling
Jensen, Mr. Charles Valdemar;25;S;Saloon Steward;;;m;0;Victualling
Jessop, Miss Violet Constance;24;S;Stewardess;16;;f;0;Victualling
Johnson Thorne, Mr. Harry;25;S;Assistant Ship's Cook;;;m;0;Victualling
Johnston, Mr. James;41;B;Saloon Steward;2;;m;0;Victualling
Jones, Mr. Albert;17;S;Saloon Steward;;;m;0;Victualling
Jones, Mr. Arthur Ernest;38;S;Plate Steward;;;m;0;Victualling
Jones, Mr. H.;29;S;Roast Cook;;;m;0;Victualling
Jones, Mr. Reginald V.;20;S;Saloon Steward;;;m;0;Victualling
Joughin, Mr. Charles John;32;B;Chief Baker;B;;m;0;Victualling
Keen, Mr. Percy Edward;28;S;Saloon Steward;15;;m;0;Victualling
Kelland, Mr. Thomas;21;S;Library Steward;;;m;0;Victualling
Kennell, Mr. Charles;30;S;Hebrew Cook;;;m;0;Victualling
Kerley, Mr. William Thomas;28;S;Assistant Saloon Steward;A;333O ;m;0;Victualling
Ketchley, Mr. Henry;30;B;Saloon Steward;;;m;0;Victualling
Kieran, Mr. James W.;32;S;Chief 3rd Class Steward;;;m;0;Victualling
Kieran, Mr. Michael;31;S;Storekeeper;;;m;0;Victualling
King, Mr. Alfred;18;S;Lift Steward;;238MB;m;0;Victualling
King, Mr. Ernest Waldron;28;S;Clerk;;321M;m;0;Victualling
King, Mr. G.;20;S;Scullion;;;m;0;Victualling
Kingscote, Mr. William Ford;43;S;Saloon Steward;;;m;0;Victualling
Kirkaldy, Mr. Thomas;37;S;Bedroom Steward;;;m;0;Victualling
Kitching, Mr. Arthur Alfred;30;S;Saloon Steward;;;m;0;Victualling
Klein, Mr. Herbert;33;S;Second Class Barber;;;m;0;Victualling
Knight, Mr. George;44;S;Saloon Steward;13;;m;0;Victualling
Knight, Mr. Leonard George;21;S;Steward;;;m;0;Victualling
Lacey, Mr. Bert W.;21;S;Assistant Saloon Steward;;44{?}MB[22];m;0;Victualling
Lake, Mr. William;35;B;Saloon Steward;;;m;0;Victualling
Lane, Mr. Albert Edward;34;S;Saloon Steward;;;m;0;Victualling
Latimer, Mr. Andrew L.;55;B;Chief First Class Steward;;;m;0;Victualling
Lavington, Miss Bessie;39;S;Stewardess;11;;f;0;Victualling
Lawrence, Mr. Arthur;25;B;Saloon Steward;;90MB;m;0;Victualling
Leader, Mr. Archie;22;S;Confectioner;;;m;0;Victualling
Leather, Mrs. Elizabeth May;41;S;Stewardess;16;;f;0;Victualling
